name,c00_infant_mortality_educ,c00_neonatal_mortality_educ,c00_perinatal_mortality_educ,c00_preterm_birth_educ,c00_sga_educ,c11_class_foreign_born_parents_educ,c11_class_havo_test_educ,c11_class_income_above_75th_educ,c11_class_income_below_25th_educ,c11_class_income_below_50th_educ,c11_class_language_educ,c11_class_math_educ,c11_class_reading_educ,c11_class_size_educ,c11_class_vmbo_gl_test_educ,c11_class_vwo_test_educ,c11_havo_final_educ,c11_havo_test_educ,c11_language_educ,c11_living_space_pp_educ,c11_math_educ,c11_over_advice_educ,c11_reading_educ,c11_under_advice_educ,c11_vmbo_gl_final_educ,c11_vmbo_gl_test_educ,c11_vwo_final_educ,c11_vwo_test_educ,c11_youth_health_costs_educ,c11_youth_protection_educ,c16_havo_income,c16_living_space_pp_income,c16_secondary_class_foreign_born_parents_income,c16_secondary_class_income_above_75th_income,c16_secondary_class_income_below_25th_income,c16_secondary_class_income_below_50th_income,c16_vmbo_gl_income,c16_vwo_income,c16_youth_health_costs_income,c16_youth_protection_income,c21_hbo_followed_income,c21_high_school_attained_income,c21_living_with_parents_income,c21_uni_followed_income,c21_young_parents_income,c30_age_left_parents_income,c30_basic_mhc_income,c30_debt_income,c30_disability_income,c30_employed_income,c30_gifts_received_income,c30_hbo_attained_income,c30_homeowner_income,c30_home_wealth_income,c30_hospital_income,c30_hourly_wage_income,c30_hourly_wage_max_11_income,c30_hourly_wage_max_14_income,c30_household_income_income,c30_household_income_perc_income,c30_hrs_work_pw_income,c30_income_income,c30_income_perc_income,c30_living_space_pp_income,c30_permanent_contract_income,c30_pharma_income,c30_social_assistance_income,c30_specialist_mhc_income,c30_sum_gifts_income,c30_total_health_costs_income,c30_wealth_income,c30_wealth_no_home_income,c30_wo_attained_income
Castricum,,,,5.66,7.66,2.01,53.13,37.88,11.03,32.17,59.02,49.95,78.67,25.0,78.09,19.66,52.06,53.29,58.1,32.8,49.26,11.24,77.66,12.03,81.88,78.83,21.91,19.31,518.0,,60.24,34.9,2.06,38.26,11.75,31.43,91.95,25.84,839.0,0.8,64.33,87.84,77.55,23.85,,23.6,6.81,13286.0,1.69,90.99,8.39,57.77,76.61,52889.0,49.1,22.83,3.27,12.48,100897.555,56.9,31.8,54041.973,56.73,43.5,70.89,54.05,0.68,4.73,5855.0,880.0,146566.0,93677.0,23.82
Cranendonck,,,,7.66,10.92,2.43,54.25,24.67,15.21,43.95,64.01,51.41,77.06,26.0,77.62,27.22,45.59,54.26,63.48,42.4,50.37,6.19,76.59,19.59,75.11,77.65,21.42,26.62,668.0,,45.34,44.2,5.82,26.25,18.51,45.77,86.26,18.74,1321.0,,54.3,82.47,81.28,16.43,,23.8,6.2,9924.0,,91.83,12.7,51.18,80.26,53312.0,50.79,21.92,3.46,14.76,96523.28,55.81,32.5,53515.53,56.12,55.2,77.05,56.5,1.08,4.92,7790.0,954.0,135285.0,81973.0,18.01
Dantumadiel,,,,7.0,9.0,0.77,48.47,8.55,33.46,70.63,58.95,46.1,74.43,20.0,76.03,19.16,41.15,49.61,59.37,38.0,45.83,9.67,75.12,23.4,72.97,76.89,13.39,19.97,646.0,1.78,33.74,39.5,0.71,11.45,30.2,65.86,86.94,10.38,1198.0,0.93,46.73,83.29,77.09,9.51,,23.7,5.4,10757.0,2.3,86.32,2.88,36.65,74.47,22054.0,47.95,19.06,6.61,22.34,79592.281,44.86,29.0,40175.918,43.55,48.1,73.64,56.52,3.02,4.18,1642.0,891.0,68128.0,46074.0,11.16
Doesburg,,,,7.52,13.93,8.72,37.65,19.15,29.17,56.63,42.75,33.12,65.76,26.0,66.78,12.0,38.82,38.0,43.03,32.7,32.73,17.86,66.97,8.57,66.89,68.17,16.67,12.11,970.0,,41.47,35.7,6.38,20.08,26.0,54.65,83.98,16.17,1035.0,1.9,49.14,79.15,68.39,15.27,,22.9,11.27,19615.0,3.94,81.93,3.04,39.36,62.66,13933.0,52.59,20.18,7.32,25.4,80351.996,43.72,31.1,44720.874,46.94,46.7,70.71,61.18,3.4,8.41,2764.0,798.0,48485.0,34552.0,15.74
Drimmelen,,,,6.53,10.8,1.94,57.28,29.2,14.22,41.22,66.58,55.98,77.55,23.0,79.9,25.27,45.17,57.8,64.99,35.9,55.2,7.06,76.74,22.1,76.43,78.75,16.67,25.28,568.0,,41.94,38.4,5.17,26.56,18.6,45.57,84.28,17.35,1357.0,,51.1,86.13,78.42,15.47,,23.9,5.89,12099.0,1.89,91.1,8.55,48.28,80.23,42968.0,50.67,21.35,4.82,15.04,97011.523,56.93,32.0,51861.336,55.6,47.7,75.06,60.48,0.7,4.41,8195.0,1042.0,134806.0,91838.0,18.22
Duiven,,,,7.15,10.91,3.96,46.78,22.72,18.8,46.42,50.85,45.65,70.22,24.0,74.41,16.2,41.2,47.81,49.47,35.4,44.31,7.91,69.28,16.98,68.17,74.98,15.52,16.62,596.0,0.92,46.6,38.0,5.08,23.17,20.69,47.2,88.58,16.77,1436.0,0.9,58.12,84.06,71.44,17.72,,23.3,9.15,18594.0,2.53,86.76,4.91,47.99,72.95,17563.0,51.71,21.22,5.07,16.97,92308.568,52.58,31.1,49527.141,52.47,46.6,72.0,57.44,2.68,5.95,3289.0,1055.0,56374.0,38811.0,18.6
Echt-Susteren,,,,7.38,11.63,2.56,54.95,25.33,20.5,45.49,62.14,51.39,77.41,27.0,79.94,24.43,53.88,55.64,61.35,44.3,50.92,12.62,76.52,11.31,82.48,80.39,25.18,25.52,902.0,,51.42,46.3,3.72,26.34,19.82,44.75,83.63,24.65,1132.0,1.15,59.15,82.06,76.5,21.65,0.84,23.8,7.32,10051.0,3.53,87.05,7.12,50.58,78.56,36168.0,52.88,20.96,5.87,18.83,92884.361,53.41,32.0,49391.001,52.49,56.6,72.7,59.53,1.63,4.95,3756.0,1009.0,88854.0,52686.0,19.73
Eemnes,,,,5.42,11.32,2.95,56.8,34.09,17.45,39.06,59.62,49.92,77.56,23.0,80.79,23.57,55.99,57.36,58.51,37.0,49.55,12.97,78.21,11.72,84.79,80.8,19.12,23.94,827.0,,53.01,41.5,7.1,37.48,19.6,38.58,88.92,25.0,911.0,,60.23,87.62,71.12,20.63,,23.5,7.85,12941.0,2.24,90.65,9.16,55.14,72.02,56445.0,50.47,23.25,3.78,12.67,103844.863,57.92,31.8,54725.982,55.72,46.5,68.89,58.88,,5.05,6736.0,1257.0,143979.0,87534.0,28.6
Eersel,,,,6.09,11.58,2.06,54.83,32.84,15.84,40.0,60.13,52.75,73.21,25.0,79.3,23.88,50.07,54.66,60.71,47.1,53.12,6.69,73.02,13.23,77.48,79.69,20.76,23.09,651.0,,48.26,49.9,1.94,29.72,16.29,42.42,91.39,22.82,1219.0,,56.53,88.05,75.08,18.56,,23.8,5.09,10768.0,1.7,92.93,10.18,51.84,80.82,54746.0,50.14,21.85,3.18,12.71,99317.665,56.39,32.0,52561.407,55.79,54.0,74.8,59.47,,3.49,8887.0,928.0,174380.0,119634.0,19.79
Eijsden-Margraten,,,,7.24,10.42,1.71,56.7,34.28,12.84,34.68,61.05,54.37,78.01,25.0,81.85,24.14,57.71,57.88,59.41,45.4,53.5,9.17,77.92,7.95,82.41,82.66,27.59,25.64,662.0,,54.28,49.0,5.11,29.94,22.26,44.98,82.81,24.58,867.0,,62.81,86.63,69.47,23.94,0.62,23.0,8.85,13154.0,2.95,87.27,10.4,54.19,73.09,37306.0,45.89,21.47,4.39,17.64,93435.06,52.8,32.3,51662.77,54.58,54.8,70.92,60.48,2.72,7.45,6136.0,892.0,100638.0,63332.0,23.14
Geertruidenberg,,,,8.24,10.71,3.72,50.86,24.78,17.29,45.65,62.05,43.75,71.33,24.0,78.01,19.74,41.32,51.09,61.2,35.7,42.58,5.16,71.01,18.12,70.66,78.47,17.14,20.05,483.0,,39.39,38.1,3.29,24.12,16.93,46.51,87.41,16.06,1182.0,,46.14,82.51,75.94,14.94,,24.1,5.84,14947.0,2.53,89.72,4.09,41.81,76.76,25160.0,50.87,20.51,4.57,19.0,89808.031,51.32,31.8,49755.18,52.5,47.9,74.25,63.68,1.83,4.36,2587.0,1076.0,88611.0,63451.0,14.63
Gulpen-Wittem,,,,5.62,11.83,1.54,57.83,20.18,23.15,53.39,63.18,53.77,78.88,25.0,81.8,25.06,50.0,58.74,63.74,48.0,54.39,9.25,78.95,19.71,81.1,81.8,24.16,25.49,529.0,,53.85,48.1,3.13,24.32,21.09,48.22,84.31,23.38,929.0,,62.6,88.17,68.77,22.11,,23.9,6.66,12431.0,2.94,88.35,11.01,51.98,74.64,36467.0,49.42,20.63,4.68,19.5,92647.067,52.47,31.8,48167.736,52.31,56.9,75.2,59.8,1.54,4.87,7524.0,1486.0,112506.0,76038.0,20.74
Haaksbergen,,,,6.13,8.11,4.06,48.94,22.48,18.22,47.79,60.86,47.73,73.79,25.0,76.88,17.62,49.09,49.56,60.21,49.3,47.13,11.13,73.62,12.79,75.41,77.22,19.67,17.23,662.0,1.17,40.93,37.4,3.51,19.34,21.13,51.93,85.77,17.38,1020.0,1.03,58.63,86.64,73.15,16.93,,23.5,5.56,11798.0,2.78,89.1,8.73,47.91,75.12,30158.0,47.84,20.65,5.61,19.19,89447.79,51.69,31.2,47025.815,50.89,48.5,72.4,57.65,1.7,3.63,6348.0,1111.0,110994.0,80836.0,17.0
Halderberge,,,,7.23,11.23,8.31,52.01,23.69,19.77,47.29,59.08,46.87,74.85,23.0,76.39,21.68,42.82,52.32,58.78,38.7,46.11,6.41,75.11,17.83,70.65,76.99,17.32,21.24,642.0,,44.09,40.5,9.72,22.96,21.14,49.25,87.48,16.29,1412.0,,54.85,85.43,78.35,15.11,,23.6,6.35,12829.0,2.61,88.86,8.34,43.93,75.81,41171.0,51.59,21.39,4.48,16.54,94264.789,53.65,31.8,50170.119,53.26,48.5,71.4,61.92,1.68,4.54,5617.0,1036.0,125211.0,84040.0,14.75
Harlingen,,,,6.75,8.77,2.51,52.81,13.34,32.47,63.53,63.45,53.1,74.09,21.0,77.32,22.68,48.77,54.31,64.23,39.3,53.75,7.08,73.97,10.15,74.46,78.77,20.46,23.38,520.0,,34.77,45.3,2.45,14.56,28.67,59.71,83.26,13.06,795.0,1.47,37.49,76.73,64.36,10.03,,21.5,8.14,13574.0,1.57,85.2,3.43,37.35,69.09,16067.0,48.63,19.66,7.61,22.58,81372.72,44.4,30.7,44142.58,46.85,50.0,70.55,56.67,4.61,5.1,1681.0,1222.0,62853.0,46786.0,12.25
Hattem,,,,6.64,8.66,2.37,54.32,24.54,16.08,47.7,67.14,50.63,79.98,25.0,78.95,21.52,47.57,54.67,66.82,33.3,50.11,11.5,79.68,12.92,77.55,78.84,23.12,21.69,581.0,,46.09,38.7,3.46,25.64,17.98,45.19,88.75,19.68,940.0,,56.31,85.18,68.94,20.49,,22.9,5.85,11709.0,2.0,90.16,7.28,50.5,74.09,34906.0,46.79,21.58,4.1,17.26,93833.242,52.88,30.6,49703.966,51.09,45.6,71.45,53.21,,4.14,3652.0,747.0,98310.0,63404.0,18.54
Heemstede,,,,6.27,8.04,3.49,64.55,64.46,11.03,20.79,60.48,61.62,84.33,30.0,86.85,27.93,77.7,65.98,58.92,37.7,60.41,24.28,84.78,3.08,95.08,88.26,46.97,30.2,589.0,,77.47,40.3,8.22,51.82,14.22,27.98,96.41,46.73,910.0,,78.4,91.27,53.9,43.07,,22.6,7.5,12030.0,1.55,89.23,12.56,65.17,67.85,78163.0,53.1,26.29,2.96,11.56,106507.113,58.72,32.3,58601.603,58.76,43.9,68.87,54.98,1.31,5.22,9714.0,873.0,173516.0,95353.0,37.19
Heerde,,,,5.58,10.46,0.69,44.8,18.87,18.52,51.9,55.17,40.95,71.16,23.0,69.85,16.9,42.42,45.87,55.43,35.5,40.79,14.02,72.2,13.23,72.6,71.43,16.16,16.91,889.0,,44.34,38.2,2.34,20.16,21.01,50.75,87.73,18.06,1036.0,,48.1,85.38,70.85,16.52,,23.4,6.38,11654.0,2.75,88.66,4.96,41.63,73.57,35580.0,47.21,20.03,5.21,20.62,87679.463,50.56,30.5,45073.606,48.71,47.4,74.38,58.1,1.24,4.69,5877.0,1176.0,134609.0,99029.0,15.15
Heeze-Leende,,,,6.4,9.3,1.12,52.74,34.71,10.85,32.17,56.66,47.67,78.58,25.0,76.46,20.98,54.58,54.28,57.02,45.5,47.52,13.01,79.13,6.43,82.68,77.63,20.75,20.72,583.0,,54.53,48.8,3.91,33.13,16.49,39.4,88.11,22.03,866.0,,60.41,86.84,78.24,20.31,,23.9,4.74,11066.0,1.37,92.13,13.23,55.93,79.77,60961.0,49.69,21.6,4.03,14.63,96347.464,55.65,31.8,51561.711,55.07,53.6,75.82,57.93,,3.25,12242.0,1019.0,154613.0,93651.0,23.47
Heiloo,,,,7.06,8.67,1.75,55.87,41.25,10.73,27.07,63.48,51.92,83.55,25.0,80.42,24.03,58.11,57.48,64.29,35.7,52.71,11.63,83.72,10.04,83.01,81.96,27.12,24.88,496.0,,63.08,37.3,3.72,36.38,13.75,34.31,91.8,29.2,1096.0,,70.92,91.39,70.02,28.52,,23.5,7.49,14099.0,2.2,91.42,9.28,57.88,73.72,58443.0,49.3,23.06,3.55,13.0,102067.141,58.11,31.9,55021.637,57.79,45.4,69.27,54.49,1.0,4.89,6810.0,731.0,131452.0,73009.0,26.25
Heumen,,,,5.47,12.22,3.29,55.0,39.05,12.47,29.94,59.68,54.33,78.4,26.0,78.17,23.02,52.57,55.21,58.93,36.2,53.96,10.13,77.9,8.64,81.08,79.61,18.22,21.87,734.0,,56.72,39.0,7.47,31.75,19.74,42.06,88.4,27.16,846.0,,69.21,89.96,64.77,27.2,,22.8,7.14,17333.0,1.45,91.07,11.27,60.94,75.06,43630.0,49.11,23.61,4.08,10.41,104235.211,58.86,31.8,55095.759,57.57,49.1,71.54,54.69,1.23,5.02,6075.0,942.0,104574.0,60944.0,28.01
Hilvarenbeek,,,,7.62,12.6,0.57,50.51,28.37,12.02,36.85,58.04,47.56,73.75,22.0,75.75,20.44,51.46,50.85,58.05,50.5,48.12,13.19,74.49,13.62,80.61,76.77,20.78,20.54,599.0,,49.74,52.7,4.98,28.6,17.27,42.33,88.85,21.05,858.0,,63.68,91.65,74.75,19.11,,24.1,7.38,8977.0,2.06,91.77,11.38,51.69,82.08,57027.0,46.73,21.36,3.46,12.25,95003.708,55.12,32.0,51543.787,55.83,51.5,74.5,54.6,1.21,4.6,8916.0,813.0,163022.0,105995.0,18.89
Hulst,,,,6.59,12.57,2.07,46.29,26.36,17.31,42.53,57.36,41.26,67.79,24.0,75.29,15.7,48.92,47.64,56.97,44.5,41.67,11.1,68.03,9.78,77.49,76.4,11.8,15.81,657.0,,45.2,47.2,4.0,26.89,18.76,43.29,87.05,18.85,1256.0,0.86,53.29,81.69,60.13,15.11,,22.5,7.05,10278.0,1.55,89.78,6.89,44.77,79.67,41423.0,47.71,21.46,3.74,16.99,94600.234,54.23,32.1,50693.864,53.84,51.8,76.1,55.62,1.01,3.72,8106.0,1053.0,112879.0,71456.0,18.59
Kapelle,,,,5.6,8.17,1.04,54.11,23.87,15.65,42.92,62.47,46.99,77.77,28.0,80.65,21.61,53.08,54.85,63.22,35.1,47.12,9.89,78.53,11.32,78.62,82.35,16.92,21.46,682.0,,52.29,36.5,2.98,22.48,19.67,48.4,89.22,22.25,925.0,,58.8,88.5,70.42,19.6,,22.8,5.9,8121.0,,93.0,5.49,45.13,81.08,34760.0,49.25,21.63,4.12,12.36,92497.489,53.72,31.1,49887.395,52.95,46.2,75.62,57.34,,4.25,4168.0,1391.0,97137.0,62377.0,15.78
Landgraaf,,,,8.34,14.84,4.5,44.61,13.81,30.31,60.1,57.49,46.02,66.97,27.0,72.2,18.9,41.2,46.12,57.67,40.7,46.32,9.03,66.18,15.05,70.73,73.32,17.51,19.79,697.0,1.28,42.38,43.3,6.97,14.82,31.95,59.91,80.32,17.21,1379.0,2.25,48.73,79.59,73.97,12.62,,23.2,9.1,13887.0,5.06,83.99,3.67,41.62,70.53,15942.0,53.27,20.3,6.48,23.37,85207.698,47.48,31.8,46170.735,48.87,55.2,71.6,63.39,3.16,7.1,1667.0,1088.0,48246.0,32304.0,15.78
Landsmeer,,,,6.61,7.86,5.63,44.48,40.94,17.9,34.02,44.62,45.11,75.25,24.0,72.67,15.28,59.96,44.2,42.82,35.8,43.68,30.12,75.86,2.47,85.4,73.33,27.65,16.05,575.0,,58.89,37.3,25.13,24.56,33.71,54.63,90.57,29.68,848.0,,60.84,87.31,80.34,25.7,,24.1,7.92,10963.0,2.45,87.92,5.28,47.74,67.94,61954.0,54.53,21.98,2.83,16.75,93707.719,52.62,32.4,51748.193,53.98,43.6,70.05,59.43,2.08,5.66,2859.0,1073.0,128888.0,66934.0,18.3
Laren,,,,4.76,8.76,2.22,69.97,58.32,13.21,27.19,68.74,59.02,81.8,27.0,89.31,31.53,73.59,70.14,68.73,43.5,59.29,13.92,82.6,7.66,93.23,89.12,35.89,30.56,794.0,,75.16,47.1,5.63,51.02,14.19,28.53,95.19,46.63,978.0,,76.94,90.32,54.84,44.84,,22.6,9.2,12681.0,,89.78,14.52,61.76,64.38,103452.0,54.81,25.11,4.68,12.47,112952.473,57.7,32.2,58566.67,57.75,44.4,65.71,58.28,,6.54,15530.0,825.0,338368.0,234916.0,36.4
Leiderdorp,,,,7.13,9.79,8.67,52.7,39.74,15.82,33.24,61.49,47.6,77.51,24.0,77.88,23.14,58.65,53.96,62.16,32.4,47.85,17.14,78.66,4.92,85.34,78.53,27.57,23.93,589.0,,62.41,34.2,10.54,38.45,18.21,37.59,90.24,34.15,912.0,1.07,61.71,84.08,72.17,27.72,,23.2,8.01,13302.0,2.34,88.41,7.42,55.55,70.84,44342.0,50.46,22.68,3.35,13.41,99663.831,55.32,31.7,53214.826,55.47,43.0,71.79,61.38,1.67,5.75,4520.0,911.0,88175.0,43833.0,26.19
Lochem,,,,5.69,9.23,3.03,51.34,25.96,17.08,43.57,57.38,46.86,74.07,24.0,76.19,21.73,52.65,52.77,56.76,41.3,46.02,15.16,73.86,11.41,80.01,77.93,20.13,21.78,638.0,,52.66,44.0,4.05,25.52,19.11,45.89,89.11,25.28,931.0,0.97,58.01,84.27,60.21,21.14,,22.5,7.15,11960.0,2.05,88.51,8.56,53.22,72.04,43317.0,50.29,21.4,4.45,16.95,92881.916,52.73,31.2,48734.003,51.95,49.6,71.47,57.68,2.05,4.98,5405.0,785.0,125148.0,81831.0,22.57
Loon op Zand,,,,8.4,13.51,2.89,53.63,24.57,16.92,45.68,63.26,52.68,77.05,24.0,78.33,23.45,49.16,53.45,62.15,37.3,51.24,10.53,77.21,13.05,78.63,78.86,20.63,22.89,668.0,,47.12,38.8,5.18,24.56,19.31,48.19,87.25,19.09,1149.0,1.14,53.19,83.66,78.75,17.16,,24.0,7.98,11608.0,3.53,88.11,7.98,44.94,73.93,32511.0,52.84,20.77,4.95,18.22,93880.094,53.5,32.2,50298.078,52.87,49.2,74.08,60.74,1.15,5.44,5391.0,908.0,97515.0,65003.0,16.72
Lopik,,,,7.19,8.58,4.0,44.29,19.23,20.16,53.48,48.75,41.58,66.49,21.0,70.55,17.53,44.67,45.42,48.26,32.9,41.11,13.9,66.9,10.89,71.17,71.06,18.17,18.05,812.0,,40.75,34.9,6.79,25.18,18.06,46.12,84.3,17.2,868.0,0.94,47.32,87.11,84.2,14.77,,24.5,5.6,11288.0,2.16,91.09,7.89,39.31,78.89,48088.0,46.82,21.33,2.45,13.04,96754.894,54.82,32.2,50904.624,54.92,43.8,74.85,55.22,,3.56,9232.0,1065.0,186564.0,138476.0,14.38
Losser,,,,7.01,8.65,2.34,50.6,16.94,20.0,53.54,58.0,45.92,71.76,23.0,75.98,18.28,47.02,52.24,56.94,42.2,45.72,7.97,71.53,20.41,67.75,77.43,15.67,18.32,851.0,,39.43,43.9,4.56,19.68,21.85,52.02,86.14,17.36,961.0,0.93,55.35,85.9,76.62,15.01,,24.0,5.52,10870.0,1.92,89.88,6.6,44.56,80.12,38340.0,51.0,20.06,4.83,18.05,88113.62,50.67,31.1,45660.225,49.4,53.8,73.55,57.75,1.3,3.14,5463.0,1037.0,104861.0,66521.0,15.03
Maasdriel,,,,6.74,10.82,1.81,50.58,26.22,18.96,48.02,58.58,50.41,73.99,23.0,76.85,22.82,43.87,50.4,56.73,37.0,48.61,10.1,73.58,19.29,72.84,77.51,18.23,23.49,682.0,,44.27,40.3,7.73,26.3,22.83,48.94,84.78,18.31,870.0,0.8,48.84,83.81,78.78,16.05,,24.6,6.77,11420.0,3.73,87.37,7.76,38.74,77.06,47938.0,48.25,20.83,6.93,19.92,93797.888,54.0,32.1,50408.786,53.33,49.4,70.49,59.21,0.76,4.95,10475.0,940.0,127256.0,79317.0,13.09
Maasgouw,,,,8.56,11.68,1.65,51.57,25.79,15.06,42.26,56.2,46.77,74.9,24.0,78.09,20.16,50.51,50.79,55.07,45.0,45.09,12.96,73.88,13.49,80.64,77.38,22.69,19.71,602.0,,48.82,47.8,4.1,25.15,19.49,45.97,87.14,22.94,1061.0,,56.82,83.47,75.55,19.5,,23.2,6.68,14750.0,3.02,88.02,7.42,47.19,78.17,35612.0,52.81,20.96,6.44,18.83,92648.216,53.03,32.0,49243.834,52.72,57.6,73.56,62.35,1.71,4.32,6611.0,1219.0,103427.0,67814.0,17.85
Meerssen,,,,4.79,11.54,2.05,55.29,34.56,15.1,35.57,60.6,53.8,77.25,27.0,79.9,24.53,57.16,57.8,60.89,42.0,54.89,8.88,78.22,5.73,79.0,80.54,24.2,26.32,666.0,,61.66,44.1,2.66,32.8,17.2,38.88,90.08,29.04,925.0,1.2,62.94,84.5,67.62,24.42,,23.2,7.53,13065.0,4.0,89.16,5.25,54.45,73.21,36567.0,50.46,21.74,4.35,17.15,98988.85,55.48,31.7,53829.93,55.3,55.1,70.18,63.58,,5.82,3095.0,1219.0,94889.0,58322.0,23.52
Midden-Delfland,,,,7.05,7.89,4.31,56.9,39.19,10.79,30.82,64.81,47.75,74.46,25.0,78.62,23.01,60.66,58.93,64.62,34.2,48.79,15.52,74.18,4.32,86.17,80.51,26.87,23.8,650.0,,60.43,37.8,12.39,36.09,17.94,37.45,90.69,27.85,852.0,,68.2,90.49,80.61,26.89,,23.9,6.85,10601.0,1.21,91.94,8.47,51.21,80.04,57428.0,47.18,22.56,2.99,11.24,101051.243,58.07,32.0,54702.018,57.56,44.0,74.28,56.05,,4.13,5963.0,761.0,196016.0,138588.0,20.67
Montfoort,,,,6.73,9.66,2.47,46.87,27.44,13.53,38.67,52.72,45.12,70.91,25.0,73.33,19.47,47.73,48.12,52.63,34.8,45.89,9.4,70.39,12.21,72.13,74.53,21.87,19.97,489.0,,45.89,35.1,6.35,31.5,16.68,39.83,87.37,18.17,1120.0,,57.44,88.22,79.13,17.87,,24.0,5.96,13935.0,1.3,89.9,6.99,43.52,75.75,33893.0,46.37,21.68,3.78,12.44,99025.695,55.54,31.7,51589.435,53.86,42.9,73.23,53.89,,4.02,3640.0,812.0,424345.0,390452.0,18.01
Mook en Middelaar,,,,6.5,7.5,1.03,58.0,38.94,14.86,35.44,62.83,53.88,85.61,24.0,83.7,20.16,59.94,58.86,60.74,43.5,52.59,14.71,85.56,7.21,84.21,85.59,19.88,18.62,713.0,,62.01,45.4,7.87,31.32,19.31,41.95,91.14,27.17,927.0,,66.35,88.65,62.31,27.5,,23.1,6.76,15226.0,,92.7,11.08,57.57,73.9,37996.0,47.03,22.64,,11.67,118517.47,56.9,31.6,54948.567,57.68,49.7,69.4,54.86,,5.68,4990.0,678.0,113258.0,75262.0,24.86
Nederweert,,,,9.56,10.02,1.44,55.12,23.91,16.35,47.24,58.27,53.39,81.9,28.0,79.1,20.99,54.93,56.75,58.56,52.6,53.31,9.98,82.3,15.14,81.06,80.71,25.82,22.67,641.0,,46.28,51.2,6.61,25.07,19.62,47.15,86.49,18.62,915.0,,57.91,86.44,79.19,17.42,,24.5,4.73,12048.0,2.26,91.94,9.25,49.68,81.29,39602.0,49.89,20.91,4.04,15.38,94598.259,54.85,32.2,49591.286,53.28,53.9,78.18,61.72,,2.9,5634.0,907.0,110662.0,71060.0,16.34
Noord-Beveland,,,,8.92,8.16,1.03,47.72,18.6,22.81,54.88,57.05,39.34,68.53,22.0,71.49,15.27,44.66,50.2,58.42,35.9,39.47,10.36,72.11,10.76,75.57,75.1,12.21,14.62,577.0,,40.85,39.3,3.55,21.46,21.25,50.07,84.51,13.52,781.0,,44.92,82.74,68.27,12.18,,22.3,9.46,16651.0,,89.19,9.8,44.59,79.45,44695.0,48.31,20.89,4.66,18.22,93730.782,51.23,30.9,50761.001,53.24,48.8,73.73,55.41,,8.45,10737.0,913.0,161298.0,116603.0,16.55
Noordenveld,,,,6.15,10.43,1.25,51.45,24.9,22.51,49.12,58.6,50.17,76.31,23.0,78.13,20.23,48.17,51.6,57.74,41.8,49.34,7.63,76.32,15.56,74.91,78.39,19.34,20.32,661.0,,45.22,45.7,2.01,23.1,23.54,50.63,87.42,20.7,896.0,0.61,59.79,86.51,58.96,18.85,,22.5,8.39,13457.0,1.62,87.9,6.41,52.07,74.82,31076.0,47.03,20.97,4.09,16.77,90034.001,51.32,31.0,47802.624,51.16,48.4,71.61,55.9,2.28,5.75,3610.0,1005.0,80796.0,49719.0,21.09
Noordwijk,,,,6.91,9.14,4.35,52.38,32.8,15.99,39.64,60.39,50.81,76.1,25.0,79.23,21.77,53.19,51.92,59.51,33.6,49.32,13.6,75.1,9.04,82.21,78.75,26.15,21.38,649.0,,57.23,36.0,3.29,34.86,13.89,37.56,89.09,25.2,816.0,0.49,60.77,85.68,79.0,23.0,,24.2,8.62,12521.0,2.01,89.78,8.39,46.35,76.3,56469.0,49.32,21.51,3.48,14.09,98195.632,55.41,32.2,51859.796,54.98,43.0,73.99,57.76,0.91,5.06,7048.0,912.0,171647.0,115178.0,17.66
"Nuenen, Gerwen en Nederwetten",,,,7.79,9.61,2.64,54.64,42.46,11.92,29.57,59.35,48.76,75.48,24.0,77.6,23.65,55.74,55.83,59.95,41.0,49.47,10.92,76.66,5.3,83.03,79.03,20.97,24.47,550.0,,59.64,44.0,10.29,36.22,19.02,39.79,92.27,25.51,769.0,0.98,67.74,88.42,68.42,26.37,,23.2,6.6,14814.0,1.45,88.03,10.01,57.36,74.87,43711.0,51.2,22.91,3.86,13.08,101570.415,56.93,31.6,53978.896,55.85,53.8,72.78,60.26,2.18,4.86,6612.0,935.0,122495.0,78785.0,24.37
Oirschot,,,,8.51,9.87,1.4,48.39,26.77,11.82,40.28,57.47,47.99,74.64,24.0,76.08,18.94,39.38,47.8,57.5,44.0,47.33,8.79,74.67,16.91,73.36,77.36,12.74,17.98,573.0,,40.23,47.0,2.54,29.27,15.31,40.9,85.89,15.86,1001.0,,55.35,90.95,81.83,13.73,,24.7,5.54,10815.0,2.22,91.63,7.56,45.56,83.83,66206.0,51.51,20.55,3.17,13.76,97352.166,55.22,31.6,48616.133,52.28,52.1,74.42,60.58,1.01,4.44,5179.0,1029.0,179929.0,113723.0,14.92
Oisterwijk,,,,6.65,12.54,2.29,46.47,34.08,15.37,37.5,50.19,45.6,65.01,28.0,74.23,17.12,50.38,47.22,50.4,75.1,46.05,18.28,65.02,10.23,79.71,74.82,21.52,17.46,671.0,,50.6,43.9,3.83,31.08,17.29,41.39,89.66,22.6,1060.0,0.78,59.9,86.93,73.18,20.79,,23.8,7.81,13366.0,2.24,88.86,9.99,51.91,73.07,43526.0,51.91,21.54,4.68,16.17,98539.686,55.41,31.7,51059.736,54.24,48.6,74.33,59.42,1.88,5.51,7814.0,1015.0,144443.0,100917.0,20.84
